Symbol,senator,party,sex,trade_date,owner,ticker,type,trade_amount_max,trade_amount_min,buy_one_year_change,one_mo_vtsax_change,one_year_vtsax_change,buy_compare_one_year,one_month_sell,one_month_sell_compare,weight,trade_day,trade_month,trade_year,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
KEYS,Thomas Carper,1,1,20Nov2020,Spouse,KEYS,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
PAGS,Thomas Carper,1,1,20Nov2020,Spouse,PAGS,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
CTVA,Thomas Carper,1,1,20Nov2020,Spouse,CTVA,Sale,15000,1000,,0.056402781,,,0.060548977,0.004146197,1,20,nov,2020,,,,,,,,,,,,,
VIAV,Thomas Carper,1,1,20Nov2020,Spouse,VIAV,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
SI,Thomas Carper,1,1,20Nov2020,Spouse,SI,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
CRWD,Thomas Carper,1,1,20Nov2020,Spouse,CRWD,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
DD,Thomas Carper,1,1,20Nov2020,Spouse,DD,Sale,15000,1000,,0.056402781,,,0.140367706,0.083964925,1,20,nov,2020,,,,,,,,,,,,,
DOW,Thomas Carper,1,1,20Nov2020,Spouse,DOW,Sale,15000,1000,,0.056402781,,,0.016992509,-0.039410272,1,20,nov,2020,,,,,,,,,,,,,
DDOG,Thomas Carper,1,1,20Nov2020,Spouse,DDOG,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
EVOP,Thomas Carper,1,1,20Nov2020,Spouse,EVOP,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
AAPL,Thomas Carper,1,1,20Nov2020,Spouse,AAPL,Sale,100000,50000,,0.056402781,,,0.079384694,0.022981913,9.3800001,20,nov,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
GLW,Thomas Carper,1,1,20Nov2020,Spouse,GLW,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,Corning Inc.,Information Technology,28.45,16.45,2.0791416,-0.78,35.1,26.31,25759280346,2970000000,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
HAL,Thomas Carper,1,1,20Nov2020,Spouse,HAL,Sale,15000,1000,,0.056402781,,,0.237735849,0.181333068,1,20,nov,2020,Halliburton Co.,Energy,47.41,38.86,1.4489837,-0.53,57.86,38.181,43356557470,2910000000,2.1424224,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
PAAS,Thomas Carper,1,1,20Nov2020,Spouse,PAAS,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
TMO,Thomas Carper,1,1,20Nov2020,Spouse,TMO,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,Thermo Fisher Scientific,Health Care,198.73,21.84,0.3276319,5.6,226.44,151.69,83226586345,4751300000,4.015666,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
LUBFX,Thomas Carper,1,1,20Nov2020,Spouse,LUBFX,Purchase,15000,1000,,0.056402781,,,,,1,20,nov,2020,,,,,,,,,,,,,
PFE,Jacklyn Rosen,1,0,17Nov2020,Joint,PFE,Purchase,15000,1000,,0.038858665,,,,,1,17,nov,2020,Pfizer Inc.,Health Care,33.63,12.69,3.8879359,3.51,39.43,31.67,208505541949,20569000000,4.0020885,3.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
,Pat Roberts,0,1,17Nov2020,Joint,,Purchase,50000,15000,,0.038858665,,,,,4.0599999,17,nov,2020,,,,,,,,,,,,,
--,Mark Warner,1,1,16Nov2020,Self,--,Sale,5000000,1000000,,0.022707133,,,,,31.25,16,nov,2020,,,,,,,,,,,,,
BA,Pat Roberts,0,1,16Nov2020,Spouse,BA,Purchase,50000,15000,,0.022707133,,,,,4.0599999,16,nov,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
,Pat Roberts,0,1,16Nov2020,Spouse,,Purchase,50000,15000,,0.022707133,,,,,4.0599999,16,nov,2020,,,,,,,,,,,,,
DAL,Pat Roberts,0,1,16Nov2020,Spouse,DAL,Purchase,15000,1000,,0.022707133,,,,,1,16,nov,2020,Delta Air Lines Inc.,Industrials,51.23,10.37,2.2655525,4.94,60.79,43.81,38393603535,8348000000,0.91792434,2.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL
--,Pat Roberts,0,1,16Nov2020,Spouse,--,Sale,50000,15000,,0.022707133,,,,,4.0599999,16,nov,2020,,,,,,,,,,,,,
RIO,Thomas Carper,1,1,16Nov2020,Spouse,RIO,Purchase,15000,1000,,0.022707133,,,,,1,16,nov,2020,,,,,,,,,,,,,
--,Pat Roberts,0,1,11Nov2020,Spouse,--,Purchase,50000,15000,,0.042548402,,,,,4.0599999,11,nov,2020,,,,,,,,,,,,,
BYND,Ron Wyden,1,1,10Nov2020,Spouse,BYND,Sale,100000,50000,,0.060344828,,,0.125669946,0.065325119,9.3800001,10,nov,2020,,,,,,,,,,,,,
DIS,Pat Roberts,0,1,10Nov2020,Spouse,DIS,Purchase,15000,1000,,0.060344828,,,,,1,10,nov,2020,The Walt Disney Company,Consumer Discretionary,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295,12544000000,3.9635563,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
BA,Pat Roberts,0,1,09Nov2020,Spouse,BA,Sale,50000,15000,,0.055555556,,,0.327888046,0.272332491,4.0599999,9,nov,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
--,Pat Roberts,0,1,09Nov2020,Spouse,--,Sale,100000,50000,,0.055555556,,,,,9.3800001,9,nov,2020,,,,,,,,,,,,,
--,Pat Roberts,0,1,09Nov2020,Spouse,--,Sale,50000,15000,,0.055555556,,,,,4.0599999,9,nov,2020,,,,,,,,,,,,,
WMT,William Cassidy,0,1,05Nov2020,Spouse,WMT,Sale,15000,1000,,0.056592966,,,0.040635673,-0.015957293,1,5,nov,2020,Wal-Mart Stores,Consumer Staples,100.02,23.1,1.983471,4.39,109.98,66.89,304680931618,30721000000,0.82099426,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
UPS,William Cassidy,0,1,05Nov2020,Spouse,UPS,Sale,15000,1000,,0.056592966,,,0.026106628,-0.030486338,1,5,nov,2020,United Parcel Service,Industrials,109.28,18.27,2.9666696,5.62,135.53,102.12,96436356833,7919000000,1.4744618,64.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS
SBUX,William Cassidy,0,1,05Nov2020,Spouse,SBUX,Sale,15000,1000,,0.056592966,,,0.104723019,0.048130053,1,5,nov,2020,Starbucks Corp.,Consumer Discretionary,53.77,25.98,2.203452,1.97,64.87,52.58,76548976000,7361500000,3.4392443,13.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
PLD,William Cassidy,0,1,05Nov2020,Spouse,PLD,Sale,15000,1000,,0.056592966,,,-0.082924065,-0.139517031,1,5,nov,2020,Prologis,Real Estate,58.33,20.76,2.931379,3.06,67.53,48.69,31953288000,2969194000,14.380373,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PG,William Cassidy,0,1,05Nov2020,Spouse,PG,Sale,15000,1000,,0.056592966,,,-0.03539823,-0.091991196,1,5,nov,2020,Procter & Gamble,Consumer Staples,80.22,20.46,3.3704789,5.6,94.67,80.1,206318943299,17249000000,3.1595004,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
JPM,William Cassidy,0,1,05Nov2020,Spouse,JPM,Sale,15000,1000,,0.056592966,,,0.161859128,0.105266162,1,5,nov,2020,JPMorgan Chase & Co.,Financials,107.88,15.43,1.9845841,6.3,117.3529,81.635,386613611000,0,3.3714993,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
MSFT,William Cassidy,0,1,05Nov2020,Spouse,MSFT,Sale,15000,1000,,0.056592966,,,-0.040530252,-0.097123218,1,5,nov,2020,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,41079000000,7.1130967,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MDT,William Cassidy,0,1,05Nov2020,Spouse,MDT,Sale,15000,1000,,0.056592966,,,0.081338333,0.024745367,1,5,nov,2020,Medtronic plc,Health Care,78.38,17.04,2.2618315,2.89,89.72,75.44,110107062300,9204000000,4.944542,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
LOW,William Cassidy,0,1,05Nov2020,Spouse,LOW,Sale,15000,1000,,0.056592966,,,-0.102097489,-0.158690455,1,5,nov,2020,Lowe's Cos.,Consumer Discretionary,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852,7858000000,1.5653384,14.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
IBM,William Cassidy,0,1,05Nov2020,Spouse,IBM,Sale,15000,1000,,0.056592966,,,0.077023612,0.020430646,1,5,nov,2020,International Business Machines,Information Technology,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505,16557000000,1.817167,7.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
DOW,William Cassidy,0,1,05Nov2020,Spouse,DOW,Sale,15000,1000,,0.056592966,,,0.094547682,0.037954716,1,5,nov,2020,,,,,,,,,,,,,
DIS,William Cassidy,0,1,05Nov2020,Spouse,DIS,Sale,15000,1000,,0.056592966,,,0.206994329,0.150401363,1,5,nov,2020,The Walt Disney Company,Consumer Discretionary,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295,12544000000,3.9635563,3.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
CMCSA,William Cassidy,0,1,05Nov2020,Spouse,CMCSA,Sale,15000,1000,,0.056592966,,,0.1632469,0.106653934,1,5,nov,2020,Comcast Corp.,Consumer Discretionary,38.19,18.54,1.8929017,4.74,44,34.78,186476996883,28675000000,2.1797748,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CSCO,William Cassidy,0,1,05Nov2020,Spouse,CSCO,Sale,15000,1000,,0.056592966,,,0.184797207,0.128204241,1,5,nov,2020,Cisco Systems,Information Technology,38.77,17.87,2.8755577,1.91,42.98,30.36,199425716482,15447000000,5.484418,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
CVS,William Cassidy,0,1,05Nov2020,Spouse,CVS,Sale,15000,1000,,0.056592966,,,0.18091516,0.124322194,1,5,nov,2020,CVS Health,Consumer Staples,70.55,12.36,2.6899798,4.91,84,66.45,75323141722,11704000000,0.549852,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS
BLK,William Cassidy,0,1,05Nov2020,Spouse,BLK,Sale,15000,1000,,0.056592966,,,0.070683488,0.014090522,1,5,nov,2020,BlackRock,Financials,509.38,22.49,2.1643558,30.3,594.52,368,85907759858,5684000000,6.9158196,2.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
AAPL,William Cassidy,0,1,05Nov2020,Spouse,AAPL,Sale,15000,1000,,0.056592966,,,0.032848862,-0.023744104,1,5,nov,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AMGN,William Cassidy,0,1,05Nov2020,Spouse,AMGN,Sale,15000,1000,,0.056592966,,,-0.021813165,-0.078406131,1,5,nov,2020,Amgen Inc,Health Care,173.12,13.76,2.9751508,2.57,201.23,152.16,128133340000,11945000000,5.58192,3.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN
COST,Pat Roberts,0,1,04Nov2020,Spouse,COST,Sale,50000,15000,,0.076950064,,,0.019485871,-0.057464194,4.0599999,4,nov,2020,Costco Wholesale Corp.,Consumer Staples,178.61,30.69,1.0917627,6.09,199.88,150,80439804508,5679000000,0.61203885,7.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
NVDA,Pat Roberts,0,1,04Nov2020,Spouse,NVDA,Sale,50000,15000,,0.076950064,,,-0.01810537,-0.095055434,4.0599999,4,nov,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
--,Pat Roberts,0,1,04Nov2020,Spouse,--,Sale,50000,15000,,0.076950064,,,,,4.0599999,4,nov,2020,,,,,,,,,,,,,
IJR,Thomas Carper,1,1,30Oct2020,Spouse,IJR,Sale,15000,1000,,0.128388369,,,0.209247431,0.080859063,1,30,oct,2020,,,,,,,,,,,,,
--,Thomas Carper,1,1,30Oct2020,Spouse,--,Purchase,15000,1000,,0.128388369,,,,,1,30,oct,2020,,,,,,,,,,,,,
--,Thomas Carper,1,1,30Oct2020,Spouse,--,Purchase,15000,1000,,0.128388369,,,,,1,30,oct,2020,,,,,,,,,,,,,
--,Mark Warner,1,1,27Oct2020,Self,--,Sale,5000000,1000000,,0.084333056,,,,,31.25,27,oct,2020,,,,,,,,,,,,,
NVDA,Ron Wyden,1,1,16Oct2020,Child,NVDA,Purchase,15000,1000,,0.031101861,,,,,1,16,oct,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
WDAY,Ron Wyden,1,1,16Oct2020,Child,WDAY,Purchase,15000,1000,,0.031101861,,,,,1,16,oct,2020,,,,,,,,,,,,,
NVDA,Ron Wyden,1,1,16Oct2020,Child,NVDA,Purchase,15000,1000,,0.031101861,,,,,1,16,oct,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
WDAY,Ron Wyden,1,1,16Oct2020,Child,WDAY,Purchase,15000,1000,,0.031101861,,,,,1,16,oct,2020,,,,,,,,,,,,,
NVDA,Ron Wyden,1,1,16Oct2020,Child,NVDA,Purchase,15000,1000,,0.031101861,,,,,1,16,oct,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
WDAY,Ron Wyden,1,1,16Oct2020,Child,WDAY,Purchase,15000,1000,,0.031101861,,,,,1,16,oct,2020,,,,,,,,,,,,,
--,Sheldon Whitehouse,1,1,13Oct2020,Joint,--,Sale,15000,1000,,0.011705302,,,,,1,13,oct,2020,,,,,,,,,,,,,
BBY,Pat Roberts,0,1,13Oct2020,Spouse,BBY,Sale,15000,1000,,0.011705302,,,-0.047204128,-0.05890943,1,13,oct,2020,Best Buy Co. Inc.,Consumer Discretionary,68.79,19.22,1.9085041,3.81,78.59,41.67,20831186176,2555000000,0.76715523,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
NVAX,Pat Roberts,0,1,13Oct2020,Spouse,NVAX,Sale,15000,1000,,0.011705302,,,-0.32861528,-0.340320581,1,13,oct,2020,,,,,,,,,,,,,
,Richard Blumenthal,1,1,13Oct2020,,,,,,,0.011705302,,,,,,13,oct,2020,,,,,,,,,,,,,
FTV,Sheldon Whitehouse,1,1,09Oct2020,Self,FTV,Purchase,15000,1000,,0.010542169,,,,,1,9,oct,2020,Fortive Corp,Industrials,69.14,25.05,0.39057052,2.46,76.68,54.8844,24916503061,1508300000,5.1682673,7.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV
--,Susan Collins,0,0,08Oct2020,Spouse,--,Purchase,50000,15000,,0.019862133,,,,,4.0599999,8,oct,2020,,,,,,,,,,,,,
TT,Sheldon Whitehouse,1,1,30Sep2020,Joint,TT,Sale,50000,15000,,-0.019411623,,,0.054350515,0.073762138,4.0599999,30,sep,2020,,,,,,,,,,,,,
TT,Sheldon Whitehouse,1,1,30Sep2020,Self,TT,Sale,50000,15000,,-0.019411623,,,0.054350515,0.073762138,4.0599999,30,sep,2020,,,,,,,,,,,,,
--,Angus King,,1,28Sep2020,Spouse,--,Sale,50000,15000,,0.021770682,,,,,4.0599999,28,sep,2020,,,,,,,,,,,,,
--,David Perdue,0,1,25Sep2020,Joint,--,Purchase,500000,250000,,0.05904059,,,,,31.25,25,sep,2020,,,,,,,,,,,,,
LDP,Thomas Carper,1,1,24Sep2020,Spouse,LDP,Purchase,15000,1000,,0.072536268,,,,,1,24,sep,2020,,,,,,,,,,,,,
NFLX,Ron Wyden,1,1,23Sep2020,Child,NFLX,Sale,15000,1000,,0.063662464,,,0.039183188,-0.024479276,1,23,sep,2020,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
LDP,Thomas Carper,1,1,22Sep2020,Spouse,LDP,Purchase,15000,1000,,0.041042504,,,,,1,22,sep,2020,,,,,,,,,,,,,
WIW,Thomas Carper,1,1,22Sep2020,Spouse,WIW,Purchase,15000,1000,,0.041042504,,,,,1,22,sep,2020,,,,,,,,,,,,,
ATOAX,Thomas Carper,1,1,22Sep2020,Spouse,ATOAX,Purchase,50000,15000,,0.041042504,,,,,4.0599999,22,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,18Sep2020,Spouse,--,Purchase,1000000,500000,,0.050783623,,,,,31.25,18,sep,2020,,,,,,,,,,,,,
AAPL,Pat Roberts,0,1,17Sep2020,Spouse,AAPL,Purchase,15000,1000,,0.041400891,,,,,1,17,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
,Pat Roberts,0,1,16Sep2020,Spouse,,Purchase,50000,15000,,0.033174224,,,,,4.0599999,16,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,16Sep2020,Self,--,Purchase,250000,100000,,0.033174224,,,,,21.879999,16,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,500000,250000,,0.033174224,,,,,31.25,16,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,16Sep2020,Self,--,Purchase,250000,100000,,0.033174224,,,,,21.879999,16,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,1000000,500000,,0.033174224,,,,,31.25,16,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,1000000,500000,,0.033174224,,,,,31.25,16,sep,2020,,,,,,,,,,,,,
--,Rick Scott,0,1,16Sep2020,Spouse,--,Purchase,500000,250000,,0.033174224,,,,,31.25,16,sep,2020,,,,,,,,,,,,,
NFLX,Ron Wyden,1,1,14Sep2020,Child,NFLX,Sale,15000,1000,,0.047727273,,,0.133435518,0.085708246,1,14,sep,2020,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NFLX,Ron Wyden,1,1,14Sep2020,Child,NFLX,Sale,15000,1000,,0.047727273,,,0.133435518,0.085708246,1,14,sep,2020,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NVDA,Pat Roberts,0,1,14Sep2020,Spouse,NVDA,Purchase,50000,15000,,0.047727273,,,,,4.0599999,14,sep,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
AAPL,William Cassidy,0,1,11Sep2020,Spouse,AAPL,Sale,15000,1000,,0.048845687,,,0.044375,-0.004470687,1,11,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AAPL,Pat Roberts,0,1,11Sep2020,Spouse,AAPL,Purchase,15000,1000,,0.048845687,,,,,1,11,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
CB,Sheldon Whitehouse,1,1,09Sep2020,Joint,CB,Sale,50000,15000,,0.014219142,,,-0.025445917,-0.039665059,4.0599999,9,sep,2020,Chubb Limited,Financials,140.39,17.5,1.9251627,8.2,157.5,130.17,68424670566,0,2.0985637,1.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
AAPL,Pat Roberts,0,1,09Sep2020,Spouse,AAPL,Purchase,50000,15000,,0.014219142,,,,,4.0599999,9,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AAPL,Pat Roberts,0,1,09Sep2020,Spouse,AAPL,Purchase,50000,15000,,0.014219142,,,,,4.0599999,9,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
ZM,Pat Roberts,0,1,09Sep2020,Spouse,ZM,Purchase,50000,15000,,0.014219142,,,,,4.0599999,9,sep,2020,,,,,,,,,,,,,
--,Susan Collins,0,0,08Sep2020,Spouse,--,Purchase,50000,15000,,0.016701207,,,,,4.0599999,8,sep,2020,,,,,,,,,,,,,
,John Boozman,0,1,08Sep2020,,,,,,,0.016701207,,,,,,8,sep,2020,,,,,,,,,,,,,
BA,Pat Roberts,0,1,04Sep2020,Spouse,BA,Sale,50000,15000,,-0.018123667,,,-0.017363344,0.000760323,4.0599999,4,sep,2020,Boeing Company,Industrials,329.66,27.29,1.9648397,13.47,361.45,163.69,205617405233,12476000000,2.1560605,182.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
WMT,Pat Roberts,0,1,04Sep2020,Spouse,WMT,Sale,15000,1000,,-0.018123667,,,-0.016313099,0.001810568,1,4,sep,2020,Wal-Mart Stores,Consumer Staples,100.02,23.1,1.983471,4.39,109.98,66.89,304680931618,30721000000,0.82099426,3.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
NVDA,Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Sale,50000,15000,,-0.018123667,,,0.034838582,0.052962249,4.0599999,4,sep,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
NFLX,Pat Roberts,0,1,04Sep2020,Spouse,NFLX,Purchase,100000,50000,,-0.018123667,,,,,9.3800001,4,sep,2020,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NVDA,Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Purchase,100000,50000,,-0.018123667,,,,,9.3800001,4,sep,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
NFLX,Pat Roberts,0,1,04Sep2020,Spouse,NFLX,Sale,100000,50000,,-0.018123667,,,-0.025171979,-0.007048312,9.3800001,4,sep,2020,Netflix Inc.,Information Technology,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
BYND,Pat Roberts,0,1,04Sep2020,Spouse,BYND,Sale,15000,1000,,-0.018123667,,,0.321252583,0.33937625,1,4,sep,2020,,,,,,,,,,,,,
NVDA,Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Sale,50000,15000,,-0.018123667,,,0.034838582,0.052962249,4.0599999,4,sep,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
NVDA,Pat Roberts,0,1,04Sep2020,Spouse,NVDA,Sale,50000,15000,,-0.018123667,,,0.034838582,0.052962249,4.0599999,4,sep,2020,Nvidia Corporation,Information Technology,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3098000000,20.094294,20.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
MSFT,Pat Roberts,0,1,04Sep2020,Spouse,MSFT,Sale,100000,50000,,-0.018123667,,,-0.037619603,-0.019495936,9.3800001,4,sep,2020,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,41079000000,7.1130967,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
AAPL,Pat Roberts,0,1,03Sep2020,Spouse,AAPL,Purchase,50000,15000,,-0.018440216,,,,,4.0599999,3,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
MSFT,Pat Roberts,0,1,03Sep2020,Spouse,MSFT,Purchase,50000,15000,,-0.018440216,,,,,4.0599999,3,sep,2020,Microsoft Corp.,Information Technology,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,41079000000,7.1130967,9.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
AAPL,Pat Roberts,0,1,03Sep2020,Spouse,AAPL,Purchase,50000,15000,,-0.018440216,,,,,4.0599999,3,sep,2020,Apple Inc.,Information Technology,155.15,16.86,1.5795412,9.2,180.1,131.12,809508034020,79386000000,3.4586093,5.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
--,Rick Scott,0,1,03Sep2020,Spouse,--,Purchase,1000000,500000,,-0.018440216,,,,,31.25,3,sep,2020,,,,,,,,,,,,,
